year,AFG,ALB,ALG,ANG,ARG,ARM,AUL,AUS,AZE,BAD,BAH,BAV,BEL,BEN,BFO,BHU,BLR,BNG,BOL,BOS,BOT,BRA,BUI,BUL,CAM,CAN,CAO,CAP,CEN,CHA,CHL,CHN,COL,COM,CON,COS,CRO,CUB,CYP,CZE,CZR,DEN,DJI,DOM,DRV,ECU,EGY,EQG,ERI,EST,ETH,ETI,ETM,FIN,FJI,FRN,GAB,GAM,GCL,GDR,GFR,GHA,GMY,GNB,GRC,GRG,GUA,GUI,GUY,HAI,HON,HUN,IND,INS,IRE,IRN,IRQ,ISR,ITA,IVO,JAM,JOR,JPN,KEN,KOR,KOS,KUW,KYR,KZK,LAO,LAT,LBR,LEB,LES,LIB,LIT,LUX,MAA,MAC,MAG,MAL,MAS,MAW,MEX,MLD,MLI,MNT,MOD,MON,MOR,MYA,MZM,NAM,NEP,NEW,NIC,NIG,NIR,NOR,NTH,OFS,OMA,PAK,PAN,PAP,PAR,PER,PHI,PKS,PMA,PNG,POL,POR,PRK,QAT,ROK,RUM,RUS,RVN,RWA,SAF,SAL,SAR,SAU,SAX,SDN,SEN,SER,SIC,SIE,SIN,SLO,SLV,SOL,SOM,SPN,SRI,SSU,SUD,SUR,SWA,SWD,SWZ,SYR,TAJ,TAW,TAZ,THI,TKM,TOG,TRI,TUN,TUR,TUS,UAE,UGA,UKG,UKR,UPC,URU,USA,USR,UZB,VEN,VIE,WRT,YAR,YEM,YGS,YPR,YUG,ZAI,ZAM,ZIM
1923,-6,0,NA,NA,2,NA,10,8,NA,NA,NA,NA,9,NA,NA,-10,NA,NA,2,NA,NA,-3,NA,-3,NA,10,NA,NA,NA,NA,3,-5,-5,NA,NA,10,NA,3,NA,7,NA,10,NA,NA,NA,-3,4,NA,NA,10,4,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,6,NA,-2,NA,2,NA,NA,2,5,-1,NA,NA,8,-4,NA,NA,-3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-9,NA,NA,NA,NA,8,7,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-7,NA,-9,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1924,-6,0,NA,NA,2,NA,10,8,NA,NA,NA,NA,9,NA,NA,-10,NA,NA,2,NA,NA,-3,NA,-3,NA,10,NA,NA,NA,NA,0,-5,-5,NA,NA,10,NA,3,NA,7,NA,10,NA,NA,NA,-3,4,NA,NA,10,4,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,6,NA,-3,NA,2,NA,NA,2,NA,-1,NA,NA,8,-6,-4,NA,-4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-9,NA,NA,NA,NA,8,7,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-7,NA,-9,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1925,-6,-9,NA,NA,2,NA,10,8,NA,NA,NA,NA,9,NA,NA,-10,NA,NA,2,NA,NA,-3,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,-5,NA,NA,10,NA,3,NA,7,NA,10,NA,-3,NA,-1,4,NA,NA,10,4,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,6,NA,-6,NA,2,NA,NA,2,5,-1,NA,NA,8,-7,-4,NA,-6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-9,NA,NA,NA,NA,8,7,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-7,NA,-9,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1926,-6,-9,NA,NA,2,NA,10,8,NA,NA,NA,NA,9,NA,NA,-10,NA,NA,2,NA,NA,-3,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,-5,NA,NA,10,NA,3,NA,7,NA,10,NA,-3,NA,-1,4,NA,NA,10,4,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,6,NA,10,NA,2,NA,NA,2,5,-1,NA,NA,8,-7,-4,NA,-7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,NA,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-9,NA,NA,NA,NA,-3,4,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-7,NA,-9,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1927,-6,-9,NA,NA,2,NA,10,8,NA,NA,NA,NA,9,NA,NA,-10,NA,NA,2,NA,NA,-3,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,-5,NA,NA,10,NA,3,NA,7,NA,10,NA,-3,NA,-1,4,NA,NA,10,4,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,6,NA,10,NA,2,NA,NA,2,5,-1,NA,NA,10,-7,-4,NA,-8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,-4,10,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,NA,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-9,NA,NA,NA,NA,-3,1,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-8,NA,-9,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1928,-6,-9,NA,NA,2,NA,10,8,NA,NA,NA,NA,9,NA,NA,-10,NA,NA,2,NA,NA,-3,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,-5,NA,NA,10,NA,1,NA,7,NA,10,NA,-3,NA,-1,1,NA,NA,10,4,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,6,NA,10,NA,2,NA,NA,2,5,-1,NA,NA,10,-7,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,-8,10,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-9,NA,NA,NA,NA,-3,-3,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-8,NA,-9,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1929,-6,-9,NA,NA,2,NA,10,8,NA,NA,NA,NA,9,NA,NA,-10,NA,NA,2,NA,NA,-3,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,-5,NA,NA,10,NA,1,NA,7,NA,10,NA,-3,NA,-1,-3,NA,NA,10,4,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,6,NA,10,NA,2,NA,NA,2,5,-1,NA,NA,10,-7,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,-8,10,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-9,NA,NA,NA,NA,-3,-6,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-8,NA,-9,NA,NA,-10,NA,NA,NA,-10,NA,NA,NA
1930,-6,-9,NA,NA,-8,NA,10,8,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,2,NA,NA,-4,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,5,NA,NA,10,NA,1,NA,7,NA,10,NA,-5,NA,-1,-6,NA,NA,10,-5,NA,NA,7,NA,10,NA,NA,NA,NA,NA,NA,6,NA,10,NA,2,NA,NA,2,5,-1,NA,NA,10,-7,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,-8,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-6,NA,NA,NA,NA,-3,-9,NA,NA,NA,-4,NA,NA,NA,4,-6,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-8,NA,-9,NA,NA,-10,NA,NA,NA,-10,NA,NA,NA
1931,-6,-9,NA,NA,-8,NA,10,8,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,2,NA,NA,-5,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,5,NA,NA,10,NA,1,NA,7,NA,10,NA,-7,NA,-1,-6,NA,NA,10,-5,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,6,NA,10,NA,-9,NA,NA,2,5,-1,NA,NA,10,-7,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,-8,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,-3,NA,NA,NA,NA,-3,-9,NA,NA,NA,-4,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-8,NA,-9,NA,NA,-10,NA,NA,NA,-10,NA,NA,NA
1932,-6,-9,NA,NA,-8,NA,10,8,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,2,NA,NA,-6,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,5,NA,NA,10,NA,1,NA,7,NA,10,NA,-9,NA,-1,-6,NA,NA,10,-5,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,6,NA,10,NA,-9,NA,NA,2,5,-1,NA,NA,10,-7,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,-8,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,0,NA,NA,NA,NA,-3,-9,NA,NA,NA,-4,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-8,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-8,NA,-9,NA,NA,-10,NA,NA,NA,-10,NA,NA,NA
1933,-6,-9,NA,NA,-8,NA,10,-1,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,2,NA,NA,-6,NA,-3,NA,10,NA,NA,NA,NA,-2,-5,5,NA,NA,10,NA,3,NA,7,NA,10,NA,-9,NA,-1,-6,NA,NA,6,-5,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,-9,NA,10,NA,-9,NA,NA,2,5,-1,NA,NA,8,-7,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,-6,NA,NA,NA,-8,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-7,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,2,NA,NA,NA,NA,-3,-9,NA,NA,NA,-4,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-6,NA,NA,NA,NA,-6,NA,NA,NA,10,NA,NA,3,10,-9,NA,-9,NA,NA,-10,NA,NA,NA,-10,NA,NA,NA
1934,-6,-9,NA,NA,-8,NA,10,-9,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,2,NA,NA,-7,NA,-7,NA,10,NA,NA,NA,NA,-2,-5,5,NA,NA,10,NA,3,NA,7,NA,10,NA,-9,NA,-1,-2,NA,NA,2,-5,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,-9,NA,8,NA,-9,NA,NA,2,5,-1,NA,NA,8,-7,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-9,-6,NA,NA,NA,-8,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,2,NA,NA,NA,NA,-3,-9,NA,NA,NA,-4,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-4,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-9,NA,NA,-10,NA,NA,NA,-10,NA,NA,NA
1935,-8,-9,NA,NA,-8,NA,10,-9,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,2,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,-5,5,NA,NA,10,NA,3,NA,7,NA,10,NA,-9,NA,-1,1,NA,NA,-2,-5,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,-9,NA,8,NA,-9,NA,NA,0,5,-1,NA,NA,8,-8,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-9,-6,NA,NA,NA,-9,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-3,NA,NA,10,10,NA,-6,NA,-3,NA,-3,2,5,NA,NA,NA,-6,-9,NA,NA,NA,-4,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-7,NA,NA,-10,NA,NA,NA,-9,NA,NA,NA
1936,-8,-9,NA,NA,-8,NA,10,-9,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,-5,5,NA,NA,10,NA,3,NA,7,NA,10,NA,-9,NA,-1,1,NA,NA,-6,NA,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,-9,NA,-8,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-8,-3,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-9,-6,NA,NA,NA,-9,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,-7,2,5,NA,NA,NA,-6,-9,NA,NA,NA,-4,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-6,NA,NA,-10,NA,NA,NA,-9,NA,NA,NA
1937,-8,-9,NA,NA,5,NA,10,-9,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,7,NA,10,NA,-9,NA,-1,1,NA,NA,-6,NA,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,-9,NA,-8,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-8,-3,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-9,-6,NA,NA,NA,-9,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,2,2,5,NA,NA,NA,-6,-9,NA,NA,NA,-4,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-5,NA,NA,-10,NA,NA,NA,-5,NA,NA,NA
1938,-8,-9,NA,NA,5,NA,10,0,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,7,NA,10,NA,-9,NA,-1,1,NA,NA,-6,NA,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,-9,NA,-8,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-8,-3,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-9,-6,NA,NA,NA,-9,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,2,2,5,NA,NA,NA,-6,-9,NA,NA,NA,-6,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-5,NA,NA,-10,NA,NA,NA,-2,NA,NA,NA
1939,-8,0,NA,NA,5,NA,10,0,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,0,NA,10,NA,-9,NA,-1,1,NA,NA,-6,NA,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,-9,NA,-8,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-8,-3,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-9,-6,NA,NA,NA,-9,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,2,2,5,NA,NA,NA,0,-9,NA,NA,NA,-6,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-5,NA,NA,-10,NA,NA,NA,2,NA,NA,NA
1940,-8,0,NA,NA,5,NA,10,0,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,0,NA,NA,NA,-9,NA,-1,1,NA,NA,-6,NA,NA,NA,4,NA,-9,NA,NA,NA,NA,NA,NA,-9,NA,-8,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-8,-3,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-9,-6,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,NA,NA,NA,-6,NA,-3,NA,-9,2,5,NA,NA,NA,0,-9,NA,NA,NA,-7,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-5,NA,NA,-10,NA,NA,NA,2,NA,NA,NA
1941,-8,0,NA,NA,5,NA,10,0,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,0,NA,NA,NA,-9,NA,-1,1,NA,NA,NA,NA,NA,NA,4,NA,-9,NA,NA,NA,NA,NA,NA,-9,NA,0,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-1,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,NA,NA,NA,-6,NA,-3,NA,-9,2,NA,NA,NA,NA,0,-9,NA,NA,NA,-7,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1942,-8,0,NA,NA,5,NA,10,0,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-10,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,0,NA,NA,NA,-9,NA,-1,1,NA,NA,NA,-5,NA,NA,4,NA,-9,NA,NA,NA,NA,NA,NA,-9,NA,0,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-1,-4,NA,-9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,NA,NA,NA,-6,NA,-3,NA,-9,2,NA,NA,NA,NA,0,-9,NA,NA,NA,-7,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1943,-8,0,NA,NA,-8,NA,10,0,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,0,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,0,NA,NA,NA,-9,NA,-1,1,NA,NA,NA,-5,NA,NA,4,NA,-9,NA,NA,NA,NA,NA,NA,-9,NA,0,NA,-9,NA,NA,0,-3,-1,NA,NA,8,-1,-4,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,NA,NA,NA,-6,NA,-3,NA,-9,2,NA,NA,NA,NA,0,-9,NA,NA,NA,-7,NA,NA,NA,4,-9,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-10,NA,NA,NA,0,NA,NA,NA
1944,-8,0,NA,NA,-8,NA,10,0,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,-7,NA,-2,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,0,NA,NA,NA,-9,NA,-1,1,NA,NA,NA,-5,NA,NA,10,NA,-3,NA,NA,NA,NA,NA,NA,-9,NA,8,NA,5,NA,NA,0,-3,NA,NA,NA,8,-1,-4,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,NA,NA,NA,-6,NA,-3,NA,-9,2,2,NA,NA,NA,0,-9,NA,NA,NA,-7,NA,NA,NA,4,-8,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,5,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-10,NA,NA,NA,-4,NA,NA,NA
1945,-10,-5,NA,NA,-8,NA,10,5,NA,NA,NA,NA,10,NA,NA,-10,NA,NA,-5,NA,NA,0,NA,-4,NA,10,NA,NA,NA,NA,2,NA,5,NA,NA,10,NA,3,NA,10,NA,10,NA,-9,NA,-1,1,NA,NA,NA,-5,NA,NA,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA,0,-3,-2,NA,-5,8,-1,-4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,-9,NA,NA,NA,NA,-3,10,-8,NA,NA,10,10,NA,-6,NA,-3,NA,-9,2,2,NA,NA,NA,-2,-9,NA,NA,NA,-7,NA,NA,NA,4,-8,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,10,10,5,NA,NA,NA,-3,NA,NA,NA,NA,-7,NA,NA,NA,10,NA,NA,0,10,-9,NA,-3,NA,NA,-10,NA,NA,NA,-7,NA,NA,NA
